0.01.647.464 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.648.253 W srv  llama_server: -----------------
0.01.648.257 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.01.648.257 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.01.648.257 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.01.648.258 W srv  llama_server: -----------------
0.01.649.561 I srv    load_model: loading model '/models/Qwen3.5-9B-Q4_K_M.gguf'
0.19.775.615 I cmn          init: llama threadpool init, n_threads = 8
0.20.755.357 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.20.798.645 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 49664, kv_unified = 'false'
0.20.866.383 I srv  llama_server: model loaded
0.20.866.394 I srv  llama_server: listening on http://0.0.0.0:18206
0.24.405.818 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.40.459.307 I slot launch_slot_: id  0 | task 825 | processing task, is_child = 0
0.42.714.335 I slot print_timing: id  0 | task 825 | prompt eval time =     150.81 ms /   141 tokens (    1.07 ms per token,   934.96 tokens per second)
0.42.714.340 I slot print_timing: id  0 | task 825 |        eval time =    2104.19 ms /   125 tokens (   16.97 ms per token,    58.93 tokens per second)
0.42.714.340 I slot print_timing: id  0 | task 825 |       total time =    2255.00 ms /   266 tokens
0.42.714.341 I slot print_timing: id  0 | task 825 |    graphs reused =        929
0.42.714.385 I slot      release: id  0 | task 825 | stop processing: n_tokens = 265, truncated = 0
0.42.723.035 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115558855869
0.42.783.870 I slot launch_slot_: id  0 | task 952 | processing task, is_child = 0
0.46.164.078 I slot print_timing: id  0 | task 952 | n_gen =    179, tg =  59.08 t/s, tg_3s =  59.41 t/s
0.49.176.616 I slot print_timing: id  0 | task 952 | n_gen =    354, tg =  58.58 t/s, tg_3s =  58.09 t/s
0.51.845.366 I slot print_timing: id  0 | task 952 | prompt eval time =     367.21 ms /   431 tokens (    0.85 ms per token,  1173.73 tokens per second)
0.51.845.369 I slot print_timing: id  0 | task 952 |        eval time =    8694.27 ms /   512 tokens (   17.01 ms per token,    58.77 tokens per second)
0.51.845.369 I slot print_timing: id  0 | task 952 |       total time =    9061.47 ms /   943 tokens
0.51.845.370 I slot print_timing: id  0 | task 952 |    graphs reused =       1430
0.51.845.376 I slot print_timing: id  0 | task 952 | draft acceptance = 0.06250 (    1 accepted /    16 generated), mean len =  1.50
0.51.845.430 I slot      release: id  0 | task 952 | stop processing: n_tokens = 942, truncated = 0
0.51.856.246 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.246 (> 0.100 thold), f_keep = 0.030
0.51.930.686 I slot launch_slot_: id  0 | task 1465 | processing task, is_child = 0
0.55.068.464 I slot print_timing: id  0 | task 1465 | n_gen =    177, tg =  58.44 t/s, tg_3s =  58.77 t/s
0.56.882.103 I slot print_timing: id  0 | task 1465 | prompt eval time =     126.03 ms /   114 tokens (    1.11 ms per token,   904.55 tokens per second)
0.56.882.107 I slot print_timing: id  0 | task 1465 |        eval time =    4825.36 ms /   283 tokens (   17.11 ms per token,    58.44 tokens per second)
0.56.882.108 I slot print_timing: id  0 | task 1465 |       total time =    4951.39 ms /   397 tokens
0.56.882.109 I slot print_timing: id  0 | task 1465 |    graphs reused =       1710
0.56.882.159 I slot      release: id  0 | task 1465 | stop processing: n_tokens = 396, truncated = 0
0.56.890.458 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.179 (> 0.100 thold), f_keep = 0.071
0.56.955.811 I slot launch_slot_: id  0 | task 1750 | processing task, is_child = 0
1.00.122.278 I slot print_timing: id  0 | task 1750 | n_gen =    176, tg =  58.22 t/s, tg_3s =  58.55 t/s
1.03.129.226 I slot print_timing: id  0 | task 1750 | n_gen =    351, tg =  58.21 t/s, tg_3s =  58.20 t/s
1.05.868.231 I slot print_timing: id  0 | task 1750 | prompt eval time =     160.72 ms /   156 tokens (    1.03 ms per token,   970.61 tokens per second)
1.05.868.236 I slot print_timing: id  0 | task 1750 |        eval time =    8751.67 ms /   512 tokens (   17.13 ms per token,    58.39 tokens per second)
1.05.868.237 I slot print_timing: id  0 | task 1750 |       total time =    8912.39 ms /   668 tokens
1.05.868.238 I slot print_timing: id  0 | task 1750 |    graphs reused =       2215
1.05.868.244 I slot print_timing: id  0 | task 1750 | draft acceptance = 0.00000 (    0 accepted /     8 generated), mean len =  1.00
1.05.868.297 I slot      release: id  0 | task 1750 | stop processing: n_tokens = 667, truncated = 0
1.05.877.739 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.168 (> 0.100 thold), f_keep = 0.042
1.05.955.365 I slot launch_slot_: id  0 | task 2264 | processing task, is_child = 0
1.09.143.608 I slot print_timing: id  0 | task 2264 | n_gen =    175, tg =  57.80 t/s, tg_3s =  58.13 t/s
1.12.150.254 I slot print_timing: id  0 | task 2264 | n_gen =    348, tg =  57.67 t/s, tg_3s =  57.54 t/s
1.14.965.755 I slot print_timing: id  0 | task 2264 | prompt eval time =     177.65 ms /   167 tokens (    1.06 ms per token,   940.03 tokens per second)
1.14.965.758 I slot print_timing: id  0 | task 2264 |        eval time =    8832.71 ms /   512 tokens (   17.29 ms per token,    57.85 tokens per second)
1.14.965.759 I slot print_timing: id  0 | task 2264 |       total time =    9010.36 ms /   679 tokens
1.14.965.760 I slot print_timing: id  0 | task 2264 |    graphs reused =       2718
1.14.965.767 I slot print_timing: id  0 | task 2264 | draft acceptance = 0.00000 (    0 accepted /    16 generated), mean len =  1.00
1.14.965.829 I slot      release: id  0 | task 2264 | stop processing: n_tokens = 678, truncated = 0
1.14.973.875 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.262 (> 0.100 thold), f_keep = 0.041
1.15.053.621 I slot launch_slot_: id  0 | task 2778 | processing task, is_child = 0
1.16.788.983 I slot print_timing: id  0 | task 2778 | prompt eval time =     117.31 ms /   107 tokens (    1.10 ms per token,   912.11 tokens per second)
1.16.788.986 I slot print_timing: id  0 | task 2778 |        eval time =    1618.02 ms /    95 tokens (   17.21 ms per token,    58.10 tokens per second)
1.16.788.987 I slot print_timing: id  0 | task 2778 |       total time =    1735.33 ms /   202 tokens
1.16.788.988 I slot print_timing: id  0 | task 2778 |    graphs reused =       2811
1.16.789.032 I slot      release: id  0 | task 2778 | stop processing: n_tokens = 201, truncated = 0
1.16.802.415 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115592930517
1.16.872.601 I slot launch_slot_: id  0 | task 2875 | processing task, is_child = 0
1.22.410.145 I slot print_timing: id  0 | task 2875 | n_gen =    140, tg =  45.95 t/s, tg_3s =  46.28 t/s
1.24.044.319 I slot print_timing: id  0 | task 2875 | prompt eval time =    2512.77 ms /  3107 tokens (    0.81 ms per token,  1236.48 tokens per second)
1.24.044.323 I slot print_timing: id  0 | task 2875 |        eval time =    4658.92 ms /   218 tokens (   21.47 ms per token,    46.58 tokens per second)
1.24.044.324 I slot print_timing: id  0 | task 2875 |       total time =    7171.69 ms /  3325 tokens
1.24.044.325 I slot print_timing: id  0 | task 2875 |    graphs reused =       2912
1.24.044.332 I slot print_timing: id  0 | task 2875 | draft acceptance = 0.13514 (   30 accepted /   222 generated), mean len =  1.88
1.24.044.532 I slot      release: id  0 | task 2875 | stop processing: n_tokens = 3324, truncated = 0
1.24.057.049 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115600186017
1.24.208.582 I slot launch_slot_: id  0 | task 3068 | processing task, is_child = 0
1.30.301.754 I slot print_timing: id  0 | task 3068 | n_gen =    139, tg =  45.80 t/s, tg_3s =  46.13 t/s
1.31.496.399 I slot print_timing: id  0 | task 3068 | prompt eval time =    3080.08 ms /  3906 tokens (    0.79 ms per token,  1268.15 tokens per second)
1.31.496.403 I slot print_timing: id  0 | task 3068 |        eval time =    4207.71 ms /   197 tokens (   21.47 ms per token,    46.58 tokens per second)
1.31.496.404 I slot print_timing: id  0 | task 3068 |       total time =    7287.79 ms /  4103 tokens
1.31.496.405 I slot print_timing: id  0 | task 3068 |    graphs reused =       3030
1.31.496.413 I slot print_timing: id  0 | task 3068 | draft acceptance = 0.08176 (   13 accepted /   159 generated), mean len =  1.48
1.31.496.609 I slot      release: id  0 | task 3068 | stop processing: n_tokens = 4102, truncated = 0
1.31.509.030 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115607638095
1.31.685.474 I slot launch_slot_: id  0 | task 3256 | processing task, is_child = 0
1.37.418.140 I slot print_timing: id  0 | task 3256 | n_gen =    141, tg =  46.25 t/s, tg_3s =  46.58 t/s
1.39.348.884 I slot print_timing: id  0 | task 3256 | prompt eval time =    2705.88 ms /  3498 tokens (    0.77 ms per token,  1292.74 tokens per second)
1.39.348.888 I slot print_timing: id  0 | task 3256 |        eval time =    4957.51 ms /   238 tokens (   20.92 ms per token,    47.81 tokens per second)
1.39.348.888 I slot print_timing: id  0 | task 3256 |       total time =    7663.39 ms /  3736 tokens
1.39.348.889 I slot print_timing: id  0 | task 3256 |    graphs reused =       3196
1.39.348.896 I slot print_timing: id  0 | task 3256 | draft acceptance = 0.01299 (    2 accepted /   154 generated), mean len =  1.08
1.39.349.084 I slot      release: id  0 | task 3256 | stop processing: n_tokens = 3735, truncated = 0
1.39.371.605 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115615490569
1.39.536.548 I slot launch_slot_: id  0 | task 3496 | processing task, is_child = 0
1.42.659.795 I slot print_timing: id  0 | task 3496 | prompt processing, n_tokens =   4280, progress = 0.89, t =   3.12 s / 1370.39 tokens per second
1.42.864.433 I slot print_timing: id  0 | task 3496 | prompt processing, n_tokens =   4792, progress = 1.00, t =   3.33 s / 1439.98 tokens per second
1.46.256.121 I slot print_timing: id  0 | task 3496 | n_gen =    135, tg =  44.07 t/s, tg_3s =  44.40 t/s
1.49.257.709 I slot print_timing: id  0 | task 3496 | n_gen =    267, tg =  44.03 t/s, tg_3s =  43.98 t/s
1.49.448.995 I slot print_timing: id  0 | task 3496 | prompt eval time =    3679.22 ms /  4796 tokens (    0.77 ms per token,  1303.54 tokens per second)
1.49.448.997 I slot print_timing: id  0 | task 3496 |        eval time =    6233.20 ms /   278 tokens (   22.50 ms per token,    44.44 tokens per second)
1.49.448.998 I slot print_timing: id  0 | task 3496 |       total time =    9912.42 ms /  5074 tokens
1.49.448.999 I slot print_timing: id  0 | task 3496 |    graphs reused =       3331
1.49.449.005 I slot print_timing: id  0 | task 3496 | draft acceptance = 0.06431 (   20 accepted /   311 generated), mean len =  1.43
1.49.449.232 I slot      release: id  0 | task 3496 | stop processing: n_tokens = 5073, truncated = 0
1.50.313.377 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115625590717
1.50.971.854 I slot launch_slot_: id  0 | task 3760 | processing task, is_child = 0
1.54.757.541 I slot print_timing: id  0 | task 3760 | prompt processing, n_tokens =   5379, progress = 0.91, t =   3.79 s / 1420.90 tokens per second
1.55.020.967 I slot print_timing: id  0 | task 3760 | prompt processing, n_tokens =   5891, progress = 1.00, t =   4.05 s / 1454.91 tokens per second
1.58.388.652 I slot print_timing: id  0 | task 3760 | n_gen =    131, tg =  43.23 t/s, tg_3s =  43.56 t/s
2.01.409.817 I slot print_timing: id  0 | task 3760 | n_gen =    275, tg =  45.45 t/s, tg_3s =  47.66 t/s
2.01.601.832 I slot print_timing: id  0 | task 3760 | prompt eval time =    4409.66 ms /  5895 tokens (    0.75 ms per token,  1336.84 tokens per second)
2.01.601.835 I slot print_timing: id  0 | task 3760 |        eval time =    6220.30 ms /   286 tokens (   21.83 ms per token,    45.82 tokens per second)
2.01.601.836 I slot print_timing: id  0 | task 3760 |       total time =   10629.95 ms /  6181 tokens
2.01.601.837 I slot print_timing: id  0 | task 3760 |    graphs reused =       3522
2.01.601.843 I slot print_timing: id  0 | task 3760 | draft acceptance = 0.06436 (   13 accepted /   202 generated), mean len =  1.42
2.01.602.095 I slot      release: id  0 | task 3760 | stop processing: n_tokens = 6180, truncated = 0
2.01.621.669 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115637743581
2.01.817.635 I slot launch_slot_: id  0 | task 4038 | processing task, is_child = 0
2.04.904.128 I slot print_timing: id  0 | task 4038 | prompt processing, n_tokens =   4286, progress = 0.89, t =   3.09 s / 1388.66 tokens per second
2.05.107.944 I slot print_timing: id  0 | task 4038 | prompt processing, n_tokens =   4798, progress = 1.00, t =   3.29 s / 1458.24 tokens per second
2.08.532.752 I slot print_timing: id  0 | task 4038 | n_gen =    139, tg =  44.86 t/s, tg_3s =  45.19 t/s
2.11.546.009 I slot print_timing: id  0 | task 4038 | n_gen =    279, tg =  45.65 t/s, tg_3s =  46.46 t/s
2.12.237.393 I slot print_timing: id  0 | task 4038 | prompt eval time =    3638.99 ms /  4802 tokens (    0.76 ms per token,  1319.60 tokens per second)
2.12.237.396 I slot print_timing: id  0 | task 4038 |        eval time =    6780.75 ms /   317 tokens (   21.46 ms per token,    46.60 tokens per second)
2.12.237.397 I slot print_timing: id  0 | task 4038 |       total time =   10419.74 ms /  5119 tokens
2.12.237.398 I slot print_timing: id  0 | task 4038 |    graphs reused =       3724
2.12.237.404 I slot print_timing: id  0 | task 4038 | draft acceptance = 0.04280 (   11 accepted /   257 generated), mean len =  1.29
2.12.237.599 I slot      release: id  0 | task 4038 | stop processing: n_tokens = 5118, truncated = 0
2.12.256.747 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115648379084
2.12.435.534 I slot launch_slot_: id  0 | task 4349 | processing task, is_child = 0
2.18.331.792 I slot print_timing: id  0 | task 4349 | n_gen =    154, tg =  50.93 t/s, tg_3s =  51.27 t/s
2.19.943.381 I slot print_timing: id  0 | task 4349 | prompt eval time =    2892.39 ms /  3763 tokens (    0.77 ms per token,  1301.00 tokens per second)
2.19.943.384 I slot print_timing: id  0 | task 4349 |        eval time =    4615.43 ms /   235 tokens (   19.72 ms per token,    50.70 tokens per second)
2.19.943.385 I slot print_timing: id  0 | task 4349 |       total time =    7507.83 ms /  3998 tokens
2.19.943.386 I slot print_timing: id  0 | task 4349 |    graphs reused =       3909
2.19.943.391 I slot print_timing: id  0 | task 4349 | draft acceptance = 0.02804 (    3 accepted /   107 generated), mean len =  1.17
2.19.943.572 I slot      release: id  0 | task 4349 | stop processing: n_tokens = 3997, truncated = 0
2.19.957.507 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115656085057
2.20.219.898 I slot launch_slot_: id  0 | task 4585 | processing task, is_child = 0
2.26.367.453 I slot print_timing: id  0 | task 4585 | n_gen =    152, tg =  50.26 t/s, tg_3s =  50.59 t/s
2.28.206.392 I slot print_timing: id  0 | task 4585 | prompt eval time =    3143.13 ms /  4056 tokens (    0.77 ms per token,  1290.43 tokens per second)
2.28.206.405 I slot print_timing: id  0 | task 4585 |        eval time =    4843.33 ms /   254 tokens (   19.14 ms per token,    52.24 tokens per second)
2.28.206.406 I slot print_timing: id  0 | task 4585 |       total time =    7986.45 ms /  4310 tokens
2.28.206.407 I slot print_timing: id  0 | task 4585 |    graphs reused =       4073
2.28.206.414 I slot print_timing: id  0 | task 4585 | draft acceptance = 0.17606 (   25 accepted /   142 generated), mean len =  2.09
2.28.207.574 I slot      release: id  0 | task 4585 | stop processing: n_tokens = 4309, truncated = 0
2.28.218.618 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115664349060
2.31.049.118 I slot launch_slot_: id  0 | task 4818 | processing task, is_child = 0
2.34.653.762 I slot print_timing: id  0 | task 4818 | n_gen =    143, tg =  46.38 t/s, tg_3s =  46.70 t/s
2.37.657.624 I slot print_timing: id  0 | task 4818 | n_gen =    284, tg =  46.65 t/s, tg_3s =  46.94 t/s
2.39.547.401 I slot print_timing: id  0 | task 4818 | prompt eval time =     542.63 ms /   427 tokens (    1.27 ms per token,   786.90 tokens per second)
2.39.547.405 I slot print_timing: id  0 | task 4818 |        eval time =    7955.62 ms /   381 tokens (   20.94 ms per token,    47.76 tokens per second)
2.39.547.406 I slot print_timing: id  0 | task 4818 |       total time =    8498.25 ms /   808 tokens
2.39.547.408 I slot print_timing: id  0 | task 4818 |    graphs reused =       4302
2.39.551.263 I slot print_timing: id  0 | task 4818 | draft acceptance = 0.08978 (   29 accepted /   323 generated), mean len =  1.63
2.39.551.352 I slot      release: id  0 | task 4818 | stop processing: n_tokens = 807, truncated = 0
2.39.640.710 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115675692838
2.39.713.733 I slot launch_slot_: id  0 | task 5172 | processing task, is_child = 0
2.43.971.785 I slot print_timing: id  0 | task 5172 | n_gen =    144, tg =  47.56 t/s, tg_3s =  47.90 t/s
2.46.983.548 I slot print_timing: id  0 | task 5172 | n_gen =    287, tg =  47.52 t/s, tg_3s =  47.48 t/s
2.50.054.036 I slot print_timing: id  0 | task 5172 | n_gen =    428, tg =  46.98 t/s, tg_3s =  45.92 t/s
2.53.060.050 I slot print_timing: id  0 | task 5172 | n_gen =    560, tg =  46.22 t/s, tg_3s =  43.91 t/s
2.56.074.322 I slot print_timing: id  0 | task 5172 | n_gen =    705, tg =  46.59 t/s, tg_3s =  48.10 t/s
2.59.084.445 I slot print_timing: id  0 | task 5172 | n_gen =    846, tg =  46.64 t/s, tg_3s =  46.84 t/s
3.02.092.536 I slot print_timing: id  0 | task 5172 | n_gen =    993, tg =  46.95 t/s, tg_3s =  48.87 t/s
3.05.096.723 I slot print_timing: id  0 | task 5172 | n_gen =   1147, tg =  47.49 t/s, tg_3s =  51.26 t/s
3.08.098.036 I slot print_timing: id  0 | task 5172 | n_gen =   1293, tg =  47.62 t/s, tg_3s =  48.65 t/s
3.08.384.684 I slot print_timing: id  0 | task 5172 | prompt eval time =    1251.54 ms /  1360 tokens (    0.92 ms per token,  1086.66 tokens per second)
3.08.384.687 I slot print_timing: id  0 | task 5172 |        eval time =   27419.38 ms /  1314 tokens (   20.88 ms per token,    47.89 tokens per second)
3.08.384.688 I slot print_timing: id  0 | task 5172 |       total time =   28670.92 ms /  2674 tokens
3.08.384.689 I slot print_timing: id  0 | task 5172 |    graphs reused =       5199
3.08.384.697 I slot print_timing: id  0 | task 5172 | draft acceptance = 0.03774 (   36 accepted /   954 generated), mean len =  1.25
3.08.385.704 I slot      release: id  0 | task 5172 | stop processing: n_tokens = 2673, truncated = 0
3.08.435.127 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115704527194
3.08.572.861 I slot launch_slot_: id  0 | task 6453 | processing task, is_child = 0
3.13.413.693 I slot print_timing: id  0 | task 6453 | n_gen =    147, tg =  48.40 t/s, tg_3s =  48.74 t/s
3.16.480.471 I slot print_timing: id  0 | task 6453 | n_gen =    303, tg =  49.65 t/s, tg_3s =  50.87 t/s
3.19.520.510 I slot print_timing: id  0 | task 6453 | n_gen =    461, tg =  50.42 t/s, tg_3s =  51.97 t/s
3.22.530.616 I slot print_timing: id  0 | task 6453 | n_gen =    610, tg =  50.19 t/s, tg_3s =  49.50 t/s
3.25.559.572 I slot print_timing: id  0 | task 6453 | n_gen =    732, tg =  48.21 t/s, tg_3s =  40.28 t/s
3.28.565.315 I slot print_timing: id  0 | task 6453 | n_gen =    878, tg =  48.27 t/s, tg_3s =  48.57 t/s
3.31.581.677 I slot print_timing: id  0 | task 6453 | n_gen =   1015, tg =  47.87 t/s, tg_3s =  45.42 t/s
3.34.589.230 I slot print_timing: id  0 | task 6453 | n_gen =   1165, tg =  48.12 t/s, tg_3s =  49.87 t/s
3.37.598.041 I slot print_timing: id  0 | task 6453 | n_gen =   1302, tg =  47.83 t/s, tg_3s =  45.53 t/s
3.40.615.538 I slot print_timing: id  0 | task 6453 | n_gen =   1440, tg =  47.62 t/s, tg_3s =  45.73 t/s
3.43.619.227 I slot print_timing: id  0 | task 6453 | n_gen =   1570, tg =  47.23 t/s, tg_3s =  43.28 t/s
3.46.682.661 I slot print_timing: id  0 | task 6453 | n_gen =   1687, tg =  46.47 t/s, tg_3s =  38.19 t/s
3.49.725.832 I slot print_timing: id  0 | task 6453 | n_gen =   1816, tg =  46.16 t/s, tg_3s =  42.46 t/s
3.52.727.362 I slot print_timing: id  0 | task 6453 | n_gen =   1954, tg =  46.14 t/s, tg_3s =  45.90 t/s
3.54.286.366 I slot print_timing: id  0 | task 6453 | prompt eval time =    1824.55 ms /  2070 tokens (    0.88 ms per token,  1134.53 tokens per second)
3.54.286.370 I slot print_timing: id  0 | task 6453 |        eval time =   43888.93 ms /  2024 tokens (   21.69 ms per token,    46.09 tokens per second)
3.54.286.371 I slot print_timing: id  0 | task 6453 |       total time =   45713.48 ms /  4094 tokens
3.54.286.372 I slot print_timing: id  0 | task 6453 |    graphs reused =       6469
3.54.286.377 I slot print_timing: id  0 | task 6453 | draft acceptance = 0.05397 (   83 accepted /  1538 generated), mean len =  1.31
3.54.286.536 I slot      release: id  0 | task 6453 | stop processing: n_tokens = 4093, truncated = 0
3.54.298.777 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115750428021
3.54.459.837 I slot launch_slot_: id  0 | task 8397 | processing task, is_child = 0
3.58.863.307 I slot print_timing: id  0 | task 8397 | n_gen =    158, tg =  51.32 t/s, tg_3s =  51.65 t/s
4.01.864.480 I slot print_timing: id  0 | task 8397 | n_gen =    305, tg =  50.16 t/s, tg_3s =  48.98 t/s
4.04.899.094 I slot print_timing: id  0 | task 8397 | n_gen =    457, tg =  50.14 t/s, tg_3s =  50.09 t/s
4.07.915.828 I slot print_timing: id  0 | task 8397 | n_gen =    625, tg =  51.52 t/s, tg_3s =  55.69 t/s
4.10.920.569 I slot print_timing: id  0 | task 8397 | n_gen =    772, tg =  51.00 t/s, tg_3s =  48.92 t/s
4.13.988.009 I slot print_timing: id  0 | task 8397 | n_gen =   1210, tg =  66.49 t/s, tg_3s = 142.83 t/s
4.17.004.734 I slot print_timing: id  0 | task 8397 | n_gen =   1464, tg =  69.01 t/s, tg_3s =  84.17 t/s
4.19.074.540 I slot print_timing: id  0 | task 8397 | prompt eval time =    1344.47 ms /  1730 tokens (    0.78 ms per token,  1286.76 tokens per second)
4.19.074.543 I slot print_timing: id  0 | task 8397 |        eval time =   23270.21 ms /  1684 tokens (   13.83 ms per token,    72.32 tokens per second)
4.19.074.544 I slot print_timing: id  0 | task 8397 |       total time =   24614.68 ms /  3414 tokens
4.19.074.545 I slot print_timing: id  0 | task 8397 |    graphs reused =       7073
4.19.074.552 I slot print_timing: id  0 | task 8397 | draft acceptance = 0.56779 (  758 accepted /  1335 generated), mean len =  4.70
4.19.074.742 I slot      release: id  0 | task 8397 | stop processing: n_tokens = 3413, truncated = 0
4.19.088.689 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115775216227
4.19.248.036 I slot launch_slot_: id  0 | task 9326 | processing task, is_child = 0
4.24.033.186 I slot print_timing: id  0 | task 9326 | n_gen =    146, tg =  48.12 t/s, tg_3s =  48.46 t/s
4.27.048.031 I slot print_timing: id  0 | task 9326 | n_gen =    286, tg =  47.28 t/s, tg_3s =  46.44 t/s
4.30.062.830 I slot print_timing: id  0 | task 9326 | n_gen =    443, tg =  48.88 t/s, tg_3s =  52.08 t/s
4.33.073.533 I slot print_timing: id  0 | task 9326 | n_gen =    587, tg =  48.62 t/s, tg_3s =  47.83 t/s
4.36.075.651 I slot print_timing: id  0 | task 9326 | n_gen =    745, tg =  49.42 t/s, tg_3s =  52.63 t/s
4.39.130.186 I slot print_timing: id  0 | task 9326 | n_gen =    881, tg =  48.59 t/s, tg_3s =  44.53 t/s
4.42.177.934 I slot print_timing: id  0 | task 9326 | n_gen =   1016, tg =  47.97 t/s, tg_3s =  44.28 t/s
4.45.232.049 I slot print_timing: id  0 | task 9326 | n_gen =   1152, tg =  47.54 t/s, tg_3s =  44.53 t/s
4.48.243.631 I slot print_timing: id  0 | task 9326 | n_gen =   1289, tg =  47.31 t/s, tg_3s =  45.49 t/s
