0.02.163.373 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.164.234 W srv  llama_server: -----------------
0.02.164.238 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.164.238 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.164.239 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.164.239 W srv  llama_server: -----------------
0.02.165.588 I srv    load_model: loading model '/models/Qwen3.5-9B-Q4_K_M.gguf'
0.30.783.449 I cmn          init: llama threadpool init, n_threads = 8
0.31.363.600 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.31.393.653 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 49664, kv_unified = 'false'
0.31.465.204 I srv  llama_server: model loaded
0.31.465.217 I srv  llama_server: listening on http://0.0.0.0:18204
0.34.834.263 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.22.625.859 I slot print_timing: id  0 | task 691 |       total time =    9865.92 ms /   943 tokens
1.22.625.860 I slot print_timing: id  0 | task 691 |    graphs reused =       1160
1.22.625.885 I slot print_timing: id  0 | task 691 | draft acceptance = 0.10417 (    5 accepted /    48 generated), mean len =  6.00
1.22.625.957 I slot      release: id  0 | task 691 | stop processing: n_tokens = 942, truncated = 0
1.22.670.332 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.246 (> 0.100 thold), f_keep = 0.030
1.22.742.141 I slot launch_slot_: id  0 | task 1200 | processing task, is_child = 0
1.22.866.243 I common_ngram_map_begin: shrink cleanup begin: 431 -> 54
1.22.866.426 I common_ngram_map_begin: refresh map: idx_last_draft=940, new begin=114, #keys_checked=2, #keys_del=2, #values_del=0, #hashes_upd=664
1.25.882.508 I slot print_timing: id  0 | task 1200 | n_gen =    180, tg =  59.36 t/s, tg_3s =  59.69 t/s
1.27.210.771 I slot print_timing: id  0 | task 1200 | prompt eval time =     124.81 ms /   114 tokens (    1.09 ms per token,   913.35 tokens per second)
1.27.210.772 I slot print_timing: id  0 | task 1200 |        eval time =    4343.80 ms /   283 tokens (   15.40 ms per token,    64.92 tokens per second)
1.27.210.773 I slot print_timing: id  0 | task 1200 |       total time =    4468.61 ms /   397 tokens
1.27.210.774 I slot print_timing: id  0 | task 1200 |    graphs reused =       1407
1.27.210.791 I slot print_timing: id  0 | task 1200 | draft acceptance = 0.62500 (   30 accepted /    48 generated), mean len = 31.00
1.27.210.831 I slot      release: id  0 | task 1200 | stop processing: n_tokens = 396, truncated = 0
1.33.645.474 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.179 (> 0.100 thold), f_keep = 0.071
1.33.709.235 I slot launch_slot_: id  0 | task 1455 | processing task, is_child = 0
1.33.871.930 I common_ngram_map_begin: refresh map: idx_last_draft=395, new begin=156, #keys_checked=1, #keys_del=1, #values_del=0, #hashes_upd=217
1.36.888.780 I slot print_timing: id  0 | task 1455 | n_gen =    187, tg =  61.67 t/s, tg_3s =  62.00 t/s
1.39.898.760 I slot print_timing: id  0 | task 1455 | n_gen =    367, tg =  60.73 t/s, tg_3s =  59.80 t/s
1.41.910.600 I slot print_timing: id  0 | task 1455 | prompt eval time =     163.29 ms /   156 tokens (    1.05 ms per token,   955.34 tokens per second)
1.41.910.606 I slot print_timing: id  0 | task 1455 |        eval time =    8038.05 ms /   485 tokens (   16.61 ms per token,    60.21 tokens per second)
1.41.910.607 I slot print_timing: id  0 | task 1455 |       total time =    8201.34 ms /   641 tokens
1.41.910.608 I slot print_timing: id  0 | task 1455 |    graphs reused =       1888
1.41.910.662 I slot      release: id  0 | task 1455 | stop processing: n_tokens = 640, truncated = 0
1.41.970.832 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.168 (> 0.100 thold), f_keep = 0.044
1.42.041.844 I slot launch_slot_: id  0 | task 1942 | processing task, is_child = 0
1.45.211.345 I slot print_timing: id  0 | task 1942 | n_gen =    179, tg =  59.33 t/s, tg_3s =  59.66 t/s
1.48.219.369 I slot print_timing: id  0 | task 1942 | n_gen =    339, tg =  56.25 t/s, tg_3s =  53.19 t/s
1.50.487.391 I slot print_timing: id  0 | task 1942 | prompt eval time =     169.09 ms /   167 tokens (    1.01 ms per token,   987.65 tokens per second)
1.50.487.395 I slot print_timing: id  0 | task 1942 |        eval time =    8276.40 ms /   512 tokens (   16.20 ms per token,    61.74 tokens per second)
1.50.487.396 I slot print_timing: id  0 | task 1942 |       total time =    8445.49 ms /   679 tokens
1.50.487.407 I slot print_timing: id  0 | task 1942 |    graphs reused =       2294
1.50.487.427 I slot print_timing: id  0 | task 1942 | draft acceptance = 0.24269 (   83 accepted /   342 generated), mean len = 11.38
1.50.487.495 I slot      release: id  0 | task 1942 | stop processing: n_tokens = 678, truncated = 0
1.50.529.589 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.262 (> 0.100 thold), f_keep = 0.041
1.50.601.572 I slot launch_slot_: id  0 | task 2374 | processing task, is_child = 0
1.50.720.000 I common_ngram_map_begin: shrink cleanup begin: 167 -> 47
1.50.720.193 I common_ngram_map_begin: refresh map: idx_last_draft=671, new begin=107, #keys_checked=8, #keys_del=8, #values_del=0, #hashes_upd=372
1.52.301.950 I slot print_timing: id  0 | task 2374 | prompt eval time =     119.23 ms /   107 tokens (    1.11 ms per token,   897.46 tokens per second)
1.52.301.953 I slot print_timing: id  0 | task 2374 |        eval time =    1581.12 ms /    95 tokens (   16.82 ms per token,    59.45 tokens per second)
1.52.301.954 I slot print_timing: id  0 | task 2374 |       total time =    1700.35 ms /   202 tokens
1.52.301.955 I slot print_timing: id  0 | task 2374 |    graphs reused =       2387
1.52.302.006 I slot      release: id  0 | task 2374 | stop processing: n_tokens = 201, truncated = 0
1.52.331.580 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114870672252
1.52.394.022 I slot launch_slot_: id  0 | task 2471 | processing task, is_child = 0
1.57.804.304 I slot print_timing: id  0 | task 2471 | n_gen =    173, tg =  57.24 t/s, tg_3s =  57.58 t/s
1.58.644.996 I slot print_timing: id  0 | task 2471 | prompt eval time =    2405.58 ms /  3107 tokens (    0.77 ms per token,  1291.58 tokens per second)
1.58.644.999 I slot print_timing: id  0 | task 2471 |        eval time =    3845.37 ms /   222 tokens (   17.40 ms per token,    57.47 tokens per second)
1.58.644.999 I slot print_timing: id  0 | task 2471 |       total time =    6250.94 ms /  3329 tokens
1.58.645.000 I slot print_timing: id  0 | task 2471 |    graphs reused =       2604
1.58.645.017 I slot print_timing: id  0 | task 2471 | draft acceptance = 0.00000 (    0 accepted /    48 generated), mean len =  1.00
1.58.645.179 I slot      release: id  0 | task 2471 | stop processing: n_tokens = 3328, truncated = 0
1.58.662.748 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114877015425
1.58.801.366 I slot launch_slot_: id  0 | task 2697 | processing task, is_child = 0
2.04.758.578 I slot print_timing: id  0 | task 2697 | n_gen =    177, tg =  58.39 t/s, tg_3s =  58.72 t/s
2.04.775.616 I slot print_timing: id  0 | task 2697 | prompt eval time =    2942.95 ms /  3906 tokens (    0.75 ms per token,  1327.24 tokens per second)
2.04.775.620 I slot print_timing: id  0 | task 2697 |        eval time =    3031.28 ms /   178 tokens (   17.13 ms per token,    58.39 tokens per second)
2.04.775.620 I slot print_timing: id  0 | task 2697 |       total time =    5974.23 ms /  4084 tokens
2.04.775.621 I slot print_timing: id  0 | task 2697 |    graphs reused =       2780
2.04.775.814 I slot      release: id  0 | task 2697 | stop processing: n_tokens = 4083, truncated = 0
2.04.801.987 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114883146060
2.04.955.746 I slot launch_slot_: id  0 | task 2879 | processing task, is_child = 0
2.07.652.210 I common_ngram_map_begin: shrink cleanup begin: 3906 -> 3438
2.07.652.450 I common_ngram_map_begin: refresh map: idx_last_draft=4082, new begin=3498, #keys_checked=1, #keys_del=0, #values_del=0, #hashes_upd=507
2.10.665.721 I slot print_timing: id  0 | task 2879 | n_gen =    176, tg =  58.09 t/s, tg_3s =  58.42 t/s
2.12.013.688 I slot print_timing: id  0 | task 2879 | prompt eval time =    2697.44 ms /  3498 tokens (    0.77 ms per token,  1296.79 tokens per second)
2.12.013.691 I slot print_timing: id  0 | task 2879 |        eval time =    4360.48 ms /   255 tokens (   17.17 ms per token,    58.25 tokens per second)
2.12.013.691 I slot print_timing: id  0 | task 2879 |       total time =    7057.92 ms /  3753 tokens
2.12.013.692 I slot print_timing: id  0 | task 2879 |    graphs reused =       3032
2.12.013.864 I slot      release: id  0 | task 2879 | stop processing: n_tokens = 3752, truncated = 0
2.12.029.569 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114890384111
2.12.179.409 I slot launch_slot_: id  0 | task 3138 | processing task, is_child = 0
2.15.219.206 I slot print_timing: id  0 | task 3138 | prompt processing, n_tokens =   4280, progress = 0.89, t =   3.03 s / 1411.49 tokens per second
2.15.413.215 I slot print_timing: id  0 | task 3138 | prompt processing, n_tokens =   4792, progress = 1.00, t =   3.23 s / 1481.87 tokens per second
2.18.769.944 I slot print_timing: id  0 | task 3138 | n_gen =    174, tg =  57.49 t/s, tg_3s =  57.82 t/s
2.20.614.873 I slot print_timing: id  0 | task 3138 | prompt eval time =    3581.36 ms /  4796 tokens (    0.75 ms per token,  1339.16 tokens per second)
2.20.614.885 I slot print_timing: id  0 | task 3138 |        eval time =    4854.09 ms /   280 tokens (   17.40 ms per token,    57.48 tokens per second)
2.20.614.886 I slot print_timing: id  0 | task 3138 |       total time =    8435.44 ms /  5076 tokens
2.20.614.886 I slot print_timing: id  0 | task 3138 |    graphs reused =       3309
2.20.615.093 I slot      release: id  0 | task 3138 | stop processing: n_tokens = 5075, truncated = 0
2.20.632.310 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114898985339
2.20.824.584 I slot launch_slot_: id  0 | task 3423 | processing task, is_child = 0
2.24.694.612 I slot print_timing: id  0 | task 3423 | prompt processing, n_tokens =   5379, progress = 0.91, t =   3.87 s / 1389.93 tokens per second
2.24.962.977 I slot print_timing: id  0 | task 3423 | prompt processing, n_tokens =   5891, progress = 1.00, t =   4.14 s / 1423.52 tokens per second
2.28.332.695 I slot print_timing: id  0 | task 3423 | n_gen =    174, tg =  57.35 t/s, tg_3s =  57.68 t/s
2.29.883.126 I slot print_timing: id  0 | task 3423 | prompt eval time =    4491.38 ms /  5895 tokens (    0.76 ms per token,  1312.51 tokens per second)
2.29.883.129 I slot print_timing: id  0 | task 3423 |        eval time =    4567.14 ms /   263 tokens (   17.43 ms per token,    57.37 tokens per second)
2.29.883.130 I slot print_timing: id  0 | task 3423 |       total time =    9058.52 ms /  6158 tokens
2.29.883.131 I slot print_timing: id  0 | task 3423 |    graphs reused =       3569
2.29.883.385 I slot      release: id  0 | task 3423 | stop processing: n_tokens = 6157, truncated = 0
2.29.926.136 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114908253632
2.30.117.150 I slot launch_slot_: id  0 | task 3691 | processing task, is_child = 0
2.33.222.320 I slot print_timing: id  0 | task 3691 | prompt processing, n_tokens =   4286, progress = 0.89, t =   3.11 s / 1380.31 tokens per second
2.35.351.285 I slot print_timing: id  0 | task 3691 | prompt processing, n_tokens =   4798, progress = 1.00, t =   5.23 s / 916.68 tokens per second
2.35.658.097 I common_ngram_map_begin: shrink cleanup begin: 5895 -> 4742
2.35.658.304 I common_ngram_map_begin: refresh map: idx_last_draft=6156, new begin=4802, #keys_checked=1, #keys_del=0, #values_del=0, #hashes_upd=1202
2.38.675.864 I slot print_timing: id  0 | task 3691 | n_gen =    177, tg =  58.34 t/s, tg_3s =  58.67 t/s
2.40.984.195 I slot print_timing: id  0 | task 3691 | prompt eval time =    5541.71 ms /  4802 tokens (    1.15 ms per token,   866.52 tokens per second)
2.40.984.199 I slot print_timing: id  0 | task 3691 |        eval time =    5325.31 ms /   311 tokens (   17.18 ms per token,    58.21 tokens per second)
2.40.984.199 I slot print_timing: id  0 | task 3691 |       total time =   10867.03 ms /  5113 tokens
2.40.984.200 I slot print_timing: id  0 | task 3691 |    graphs reused =       3877
2.40.984.392 I slot      release: id  0 | task 3691 | stop processing: n_tokens = 5112, truncated = 0
2.41.004.544 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114919354640
2.41.200.084 I slot launch_slot_: id  0 | task 4007 | processing task, is_child = 0
2.44.085.653 I common_ngram_map_begin: shrink cleanup begin: 4802 -> 3703
2.44.085.871 I common_ngram_map_begin: refresh map: idx_last_draft=5111, new begin=3763, #keys_checked=1, #keys_del=0, #values_del=0, #hashes_upd=1258
2.47.100.648 I slot print_timing: id  0 | task 4007 | n_gen =    176, tg =  58.06 t/s, tg_3s =  58.39 t/s
2.50.131.019 I slot print_timing: id  0 | task 4007 | prompt eval time =    2886.31 ms /  3763 tokens (    0.77 ms per token,  1303.74 tokens per second)
2.50.131.030 I slot print_timing: id  0 | task 4007 |        eval time =    4016.41 ms /   234 tokens (   17.24 ms per token,    58.01 tokens per second)
2.50.131.031 I slot print_timing: id  0 | task 4007 |       total time =    6902.72 ms /  3997 tokens
2.50.131.034 I slot print_timing: id  0 | task 4007 |    graphs reused =       4108
2.50.131.348 I slot      release: id  0 | task 4007 | stop processing: n_tokens = 3996, truncated = 0
2.50.149.673 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114928501594
2.50.381.621 I slot launch_slot_: id  0 | task 4245 | processing task, is_child = 0
2.56.361.256 I slot print_timing: id  0 | task 4245 | n_gen =    176, tg =  58.25 t/s, tg_3s =  58.58 t/s
2.56.413.196 I slot print_timing: id  0 | task 4245 | prompt eval time =    2975.35 ms /  4056 tokens (    0.73 ms per token,  1363.20 tokens per second)
2.56.413.199 I slot print_timing: id  0 | task 4245 |        eval time =    3056.21 ms /   179 tokens (   17.17 ms per token,    58.24 tokens per second)
2.56.413.199 I slot print_timing: id  0 | task 4245 |       total time =    6031.56 ms /  4235 tokens
2.56.413.200 I slot print_timing: id  0 | task 4245 |    graphs reused =       4284
2.56.413.391 I slot      release: id  0 | task 4245 | stop processing: n_tokens = 4234, truncated = 0
2.56.422.297 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114934783638
2.56.582.766 I slot launch_slot_: id  0 | task 4428 | processing task, is_child = 0
2.56.982.736 I common_ngram_map_begin: shrink cleanup begin: 4056 -> 367
2.56.982.941 I common_ngram_map_begin: refresh map: idx_last_draft=4233, new begin=427, #keys_checked=1, #keys_del=1, #values_del=0, #hashes_upd=3512
2.59.994.010 I slot print_timing: id  0 | task 4428 | n_gen =    178, tg =  58.79 t/s, tg_3s =  59.13 t/s
3.03.004.128 I slot print_timing: id  0 | task 4428 | n_gen =    355, tg =  58.80 t/s, tg_3s =  58.80 t/s
3.03.447.594 I slot print_timing: id  0 | task 4428 | prompt eval time =     400.71 ms /   427 tokens (    0.94 ms per token,  1065.61 tokens per second)
3.03.447.597 I slot print_timing: id  0 | task 4428 |        eval time =    6464.10 ms /   381 tokens (   17.01 ms per token,    58.79 tokens per second)
3.03.447.598 I slot print_timing: id  0 | task 4428 |       total time =    6864.81 ms /   808 tokens
3.03.447.599 I slot print_timing: id  0 | task 4428 |    graphs reused =       4661
3.03.447.660 I slot      release: id  0 | task 4428 | stop processing: n_tokens = 807, truncated = 0
3.03.461.786 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114941817906
3.03.535.696 I slot launch_slot_: id  0 | task 4811 | processing task, is_child = 0
3.07.584.877 I slot print_timing: id  0 | task 4811 | n_gen =    152, tg =  50.10 t/s, tg_3s =  50.43 t/s
3.10.589.498 I slot print_timing: id  0 | task 4811 | n_gen =    328, tg =  54.33 t/s, tg_3s =  58.58 t/s
3.13.604.085 I slot print_timing: id  0 | task 4811 | n_gen =    503, tg =  55.57 t/s, tg_3s =  58.05 t/s
3.16.609.744 I slot print_timing: id  0 | task 4811 | n_gen =    669, tg =  55.49 t/s, tg_3s =  55.23 t/s
3.19.506.269 I slot print_timing: id  0 | task 4811 | prompt eval time =    1035.20 ms /  1360 tokens (    0.76 ms per token,  1313.75 tokens per second)
3.19.506.272 I slot print_timing: id  0 | task 4811 |        eval time =   14922.69 ms /  1314 tokens (   11.37 ms per token,    87.99 tokens per second)
3.19.506.272 I slot print_timing: id  0 | task 4811 |       total time =   15957.89 ms /  2674 tokens
3.19.506.273 I slot print_timing: id  0 | task 4811 |    graphs reused =       5376
3.19.506.291 I slot print_timing: id  0 | task 4811 | draft acceptance = 0.80833 (  582 accepted /   720 generated), mean len = 39.80
3.19.506.403 I slot      release: id  0 | task 4811 | stop processing: n_tokens = 2673, truncated = 0
3.19.519.875 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114957876649
3.19.650.676 I slot launch_slot_: id  0 | task 5546 | processing task, is_child = 0
3.21.234.451 I common_ngram_map_begin: refresh map: idx_last_draft=2672, new begin=2070, #keys_checked=15, #keys_del=3, #values_del=0, #hashes_upd=672
3.24.243.017 I slot print_timing: id  0 | task 5546 | n_gen =    176, tg =  58.18 t/s, tg_3s =  58.51 t/s
3.27.249.190 I slot print_timing: id  0 | task 5546 | n_gen =    350, tg =  58.03 t/s, tg_3s =  57.88 t/s
3.30.251.276 I slot print_timing: id  0 | task 5546 | n_gen =    523, tg =  57.90 t/s, tg_3s =  57.63 t/s
3.33.254.390 I slot print_timing: id  0 | task 5546 | n_gen =    692, tg =  57.49 t/s, tg_3s =  56.27 t/s
3.36.269.850 I slot print_timing: id  0 | task 5546 | n_gen =    865, tg =  57.47 t/s, tg_3s =  57.37 t/s
3.39.280.558 I slot print_timing: id  0 | task 5546 | n_gen =   1036, tg =  57.35 t/s, tg_3s =  56.80 t/s
3.42.287.373 I slot print_timing: id  0 | task 5546 | n_gen =   1208, tg =  57.33 t/s, tg_3s =  57.20 t/s
3.45.322.083 I slot print_timing: id  0 | task 5546 | n_gen =   1820, tg =  75.52 t/s, tg_3s = 201.67 t/s
3.45.825.986 I slot print_timing: id  0 | task 5546 | prompt eval time =    1584.35 ms /  2070 tokens (    0.77 ms per token,  1306.53 tokens per second)
3.45.825.989 I slot print_timing: id  0 | task 5546 |        eval time =   24590.94 ms /  2024 tokens (   12.16 ms per token,    82.27 tokens per second)
3.45.825.990 I slot print_timing: id  0 | task 5546 |       total time =   26175.28 ms /  4094 tokens
3.45.825.991 I slot print_timing: id  0 | task 5546 |    graphs reused =       6707
3.45.826.012 I slot print_timing: id  0 | task 5546 | draft acceptance = 0.88021 (  676 accepted /   768 generated), mean len = 43.25
3.45.826.153 I slot      release: id  0 | task 5546 | stop processing: n_tokens = 4093, truncated = 0
3.45.841.169 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 114984196399
3.46.001.364 I slot launch_slot_: id  0 | task 6897 | processing task, is_child = 0
3.47.381.555 I common_ngram_map_begin: shrink cleanup begin: 2070 -> 1670
3.47.381.750 I common_ngram_map_begin: refresh map: idx_last_draft=4092, new begin=1730, #keys_checked=28, #keys_del=9, #values_del=0, #hashes_upd=1608
3.50.398.592 I slot print_timing: id  0 | task 6897 | n_gen =    174, tg =  57.36 t/s, tg_3s =  57.69 t/s
3.53.398.607 I slot print_timing: id  0 | task 6897 | n_gen =    342, tg =  56.68 t/s, tg_3s =  56.00 t/s
3.56.413.445 I slot print_timing: id  0 | task 6897 | n_gen =    513, tg =  56.69 t/s, tg_3s =  56.72 t/s
3.59.414.896 I slot print_timing: id  0 | task 6897 | n_gen =    685, tg =  56.85 t/s, tg_3s =  57.31 t/s
4.02.430.542 I slot print_timing: id  0 | task 6897 | n_gen =    857, tg =  56.88 t/s, tg_3s =  57.04 t/s
4.05.440.426 I slot print_timing: id  0 | task 6897 | n_gen =   1028, tg =  56.87 t/s, tg_3s =  56.81 t/s
4.08.441.566 I slot print_timing: id  0 | task 6897 | n_gen =   1198, tg =  56.84 t/s, tg_3s =  56.65 t/s
4.11.454.574 I slot print_timing: id  0 | task 6897 | n_gen =   1369, tg =  56.83 t/s, tg_3s =  56.75 t/s
4.14.458.281 I slot print_timing: id  0 | task 6897 | n_gen =   1539, tg =  56.80 t/s, tg_3s =  56.60 t/s
4.17.013.092 I slot print_timing: id  0 | task 6897 | prompt eval time =    1380.96 ms /  1730 tokens (    0.80 ms per token,  1252.75 tokens per second)
4.17.013.096 I slot print_timing: id  0 | task 6897 |        eval time =   29630.74 ms /  1684 tokens (   17.61 ms per token,    56.80 tokens per second)
4.17.013.097 I slot print_timing: id  0 | task 6897 |       total time =   31011.70 ms /  3414 tokens
4.17.013.098 I slot print_timing: id  0 | task 6897 |    graphs reused =       8364
4.17.013.116 I slot print_timing: id  0 | task 6897 | draft acceptance = 0.06250 (    9 accepted /   144 generated), mean len =  4.00
4.17.013.236 I slot      release: id  0 | task 6897 | stop processing: n_tokens = 3413, truncated = 0
4.17.030.083 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 115015383482
4.17.177.902 I slot launch_slot_: id  0 | task 8575 | processing task, is_child = 0
4.18.988.652 I common_ngram_map_begin: refresh map: idx_last_draft=3412, new begin=2297, #keys_checked=22, #keys_del=3, #values_del=0, #hashes_upd=1373
4.22.011.284 I slot print_timing: id  0 | task 8575 | n_gen =    172, tg =  56.89 t/s, tg_3s =  57.22 t/s
4.25.007.293 I slot print_timing: id  0 | task 8575 | n_gen =    343, tg =  56.83 t/s, tg_3s =  56.77 t/s
4.28.009.896 I slot print_timing: id  0 | task 8575 | n_gen =    510, tg =  56.43 t/s, tg_3s =  55.62 t/s
4.31.015.829 I slot print_timing: id  0 | task 8575 | n_gen =    681, tg =  56.54 t/s, tg_3s =  56.89 t/s
